type,date,value,value_kwh,standing_charge,charge_per_kwh,value_gbp
electric_export,2025-06-24,20.816999999999993,20.816999999999993,0.0,0.15,3.122549999999999
electric_export,2025-06-25,24.502000000000002,24.502000000000002,0.0,0.15,3.6753
electric_export,2025-06-26,18.831,18.831,0.0,0.15,2.8246499999999997
electric_export,2025-06-27,28.493999999999996,28.493999999999996,0.0,0.15,4.274099999999999
electric_export,2025-06-28,17.996000000000006,17.996000000000006,0.0,0.15,2.6994000000000007
electric_export,2025-06-29,23.505000000000006,23.505000000000006,0.0,0.15,3.525750000000001
electric_export,2025-06-30,23.682,23.682,0.0,0.15,3.5523
electric_export,2025-07-01,19.592,19.592,0.0,0.15,2.9387999999999996
electric_export,2025-07-02,10.915,10.915,0.0,0.15,1.6372499999999999
electric_export,2025-07-03,25.503000000000004,25.503000000000004,0.0,0.15,3.8254500000000005
electric_export,2025-07-04,27.212999999999997,27.212999999999997,0.0,0.15,4.081949999999999
electric_export,2025-07-05,8.6,8.6,0.0,0.15,1.2899999999999998
electric_export,2025-07-06,12.782,12.782,0.0,0.15,1.9173
electric_export,2025-07-07,17.455,17.455,0.0,0.15,2.6182499999999997
electric_export,2025-07-08,31.84699999999999,31.84699999999999,0.0,0.15,4.777049999999998
electric_export,2025-07-09,23.567999999999994,23.567999999999994,0.0,0.15,3.5351999999999992
electric_export,2025-07-10,25.837000000000003,25.837000000000003,0.0,0.15,3.8755500000000005
electric_export,2025-07-11,27.889999999999997,27.889999999999997,0.0,0.15,4.1834999999999996
electric_export,2025-07-12,30.36,30.36,0.0,0.15,4.553999999999999
electric_export,2025-07-13,24.071000000000005,24.071000000000005,0.0,0.15,3.6106500000000006
electric_export,2025-07-14,25.342999999999996,25.342999999999996,0.0,0.15,3.801449999999999
electric_export,2025-07-15,22.573000000000008,22.573000000000008,0.0,0.15,3.385950000000001
electric_export,2025-07-16,17.818000000000005,17.818000000000005,0.0,0.15,2.6727000000000007
electric_export,2025-07-17,9.48,9.48,0.0,0.15,1.422
electric_export,2025-07-18,21.211000000000002,21.211000000000002,0.0,0.15,3.1816500000000003
electric_export,2025-07-19,5.970999999999999,5.970999999999999,0.0,0.15,0.8956499999999998
electric_export,2025-07-20,11.462,11.462,0.0,0.15,1.7192999999999998
electric_export,2025-07-21,15.774000000000003,15.774000000000003,0.0,0.15,2.3661000000000003
electric_export,2025-07-22,9.774000000000001,9.774000000000001,0.0,0.15,1.4661000000000002
electric_export,2025-07-23,12.84,12.84,0.0,0.15,1.926
electric_export,2025-07-24,7.408000000000001,7.408000000000001,0.0,0.15,1.1112000000000002
electric_export,2025-07-25,23.680000000000007,23.680000000000007,0.0,0.15,3.552000000000001
electric_export,2025-07-26,14.055,14.055,0.0,0.15,2.10825
electric_export,2025-07-27,10.04,10.04,0.0,0.15,1.5059999999999998
electric_export,2025-07-28,15.031999999999996,15.031999999999996,0.0,0.15,2.2547999999999995
electric_export,2025-07-29,10.539000000000001,10.539000000000001,0.0,0.15,1.58085
electric_export,2025-07-30,12.564,12.564,0.0,0.15,1.8845999999999998
electric_export,2025-07-31,8.612,8.612,0.0,0.15,1.2918
electric_export,2025-08-01,13.999000000000002,13.999000000000002,0.0,0.15,2.0998500000000004
electric_export,2025-08-02,18.570999999999998,18.570999999999998,0.0,0.15,2.7856499999999995
electric_export,2025-08-03,14.103000000000002,14.103000000000002,0.0,0.15,2.11545
electric_export,2025-08-04,7.492000000000001,7.492000000000001,0.0,0.15,1.1238000000000001
electric_export,2025-08-05,23.738999999999994,23.738999999999994,0.0,0.15,3.560849999999999
electric_export,2025-08-06,22.849999999999998,22.849999999999998,0.0,0.15,3.4274999999999998
electric_export,2025-08-07,14.191,14.191,0.0,0.15,2.12865
electric_export,2025-08-08,19.104999999999997,19.104999999999997,0.0,0.15,2.8657499999999994
electric_export,2025-08-09,21.105999999999995,21.105999999999995,0.0,0.15,3.1658999999999993
electric_export,2025-08-10,21.809,21.809,0.0,0.15,3.27135
electric_export,2025-08-11,22.251,22.251,0.0,0.15,3.33765
electric_export,2025-08-12,17.906,17.906,0.0,0.15,2.6858999999999997
electric_export,2025-08-13,8.156,8.156,0.0,0.15,1.2234
electric_export,2025-08-14,16.344,16.344,0.0,0.15,2.4516
electric_export,2025-08-15,19.342,19.342,0.0,0.15,2.9012999999999995
electric_export,2025-08-16,4.925000000000001,4.925000000000001,0.0,0.15,0.7387500000000001
electric_export,2025-08-17,21.759999999999998,21.759999999999998,0.0,0.15,3.264
electric_export,2025-08-18,8.55,8.55,0.0,0.15,1.2825
electric_export,2025-08-19,12.960999999999997,12.960999999999997,0.0,0.15,1.9441499999999994
electric_export,2025-08-20,11.384000000000002,11.384000000000002,0.0,0.15,1.7076000000000002
electric_export,2025-08-21,6.183000000000001,6.183000000000001,0.0,0.15,0.9274500000000001
electric_export,2025-08-22,15.251999999999997,15.251999999999997,0.0,0.15,2.2877999999999994
electric_export,2025-08-23,11.294,11.294,0.0,0.15,1.6941
electric_export,2025-08-24,13.284999999999997,13.284999999999997,0.0,0.15,1.9927499999999994
electric_export,2025-08-25,19.461000000000002,19.461000000000002,0.0,0.15,2.91915
electric_export,2025-08-26,14.650000000000002,14.650000000000002,0.0,0.15,2.1975000000000002
electric_export,2025-08-27,14.378,14.378,0.0,0.15,2.1567
electric_export,2025-08-28,12.868999999999998,12.868999999999998,0.0,0.15,1.9303499999999996
electric_export,2025-08-29,11.91,11.91,0.0,0.15,1.7865
electric_export,2025-08-30,11.221999999999998,11.221999999999998,0.0,0.15,1.6832999999999996
electric_export,2025-08-31,15.532,15.532,0.0,0.15,2.3298
electric_export,2025-09-01,16.695999999999998,16.695999999999998,0.0,0.15,2.5043999999999995
electric_export,2025-09-02,7.772,7.772,0.0,0.15,1.1658
electric_export,2025-09-03,8.462,8.462,0.0,0.15,1.2692999999999999
electric_export,2025-09-04,12.737999999999998,12.737999999999998,0.0,0.15,1.9106999999999996
electric_export,2025-09-05,16.170999999999996,16.170999999999996,0.0,0.15,2.425649999999999
electric_export,2025-09-06,17.55,17.55,0.0,0.15,2.6325
electric_export,2025-09-07,10.866999999999997,10.866999999999997,0.0,0.15,1.6300499999999996
electric_export,2025-09-08,15.909,15.909,0.0,0.15,2.38635
electric_export,2025-09-09,15.149999999999999,15.149999999999999,0.0,0.15,2.2724999999999995
electric_export,2025-09-10,5.775,5.775,0.0,0.15,0.8662500000000001
electric_export,2025-09-11,13.919,13.919,0.0,0.15,2.08785
electric_export,2025-09-12,13.570000000000004,13.570000000000004,0.0,0.15,2.0355000000000003
electric_export,2025-09-13,12.059,12.059,0.0,0.15,1.8088499999999998
electric_export,2025-09-14,4.726000000000001,4.726000000000001,0.0,0.15,0.7089000000000001
electric_export,2025-09-15,14.385000000000003,14.385000000000003,0.0,0.15,2.1577500000000005
electric_export,2025-09-16,12.316999999999998,12.316999999999998,0.0,0.15,1.8475499999999996
electric_export,2025-09-17,2.988,2.988,0.0,0.15,0.4482
electric_export,2025-09-18,7.572,7.572,0.0,0.15,1.1358
electric_export,2025-09-19,14.998000000000003,14.998000000000003,0.0,0.15,2.2497000000000003
electric_export,2025-09-20,3.833,3.833,0.0,0.15,0.57495
electric_export,2025-09-21,10.897,10.897,0.0,0.15,1.63455
electric_export,2025-09-22,12.730000000000002,12.730000000000002,0.0,0.15,1.9095000000000002
electric_export,2025-09-23,6.217,6.217,0.0,0.15,0.9325499999999999
electric_export,2025-09-24,8.788000000000002,8.788000000000002,0.0,0.15,1.3182000000000003
electric_export,2025-09-25,12.931,12.931,0.0,0.15,1.9396499999999999
electric_export,2025-09-26,2.849,2.849,0.0,0.15,0.42735
electric_export,2025-09-27,6.583000000000001,6.583000000000001,0.0,0.15,0.9874500000000002
electric_export,2025-09-28,2.364,2.364,0.0,0.15,0.35459999999999997
electric_export,2025-09-29,10.278,10.278,0.0,0.15,1.5417
electric_export,2025-09-30,12.683000000000002,12.683000000000002,0.0,0.15,1.9024500000000002
electric_export,2025-10-01,5.33,5.33,0.0,0.15,0.7995
electric_export,2025-10-02,6.529,6.529,0.0,0.15,0.9793499999999999
electric_export,2025-10-03,1.0839999999999999,1.0839999999999999,0.0,0.15,0.16259999999999997
electric_export,2025-10-04,6.485999999999999,6.485999999999999,0.0,0.15,0.9728999999999998
electric_export,2025-10-05,8.236000000000002,8.236000000000002,0.0,0.15,1.2354000000000003
electric_export,2025-10-06,9.075,9.075,0.0,0.15,1.3612499999999998
electric_export,2025-10-07,6.621999999999999,6.621999999999999,0.0,0.15,0.9932999999999998
electric_export,2025-10-08,3.6960000000000006,3.6960000000000006,0.0,0.15,0.5544000000000001
electric_export,2025-10-09,8.937999999999997,8.937999999999997,0.0,0.15,1.3406999999999996
electric_export,2025-10-10,2.218,2.218,0.0,0.15,0.3327
electric_export,2025-10-11,6.877999999999999,6.877999999999999,0.0,0.15,1.0316999999999998
electric_export,2025-10-12,6.8519999999999985,6.8519999999999985,0.0,0.15,1.0277999999999998
electric_export,2025-10-13,1.475,1.475,0.0,0.15,0.22125
electric_export,2025-10-14,0.171,0.171,0.0,0.15,0.025650000000000003
electric_export,2025-10-15,0.6330000000000001,0.6330000000000001,0.0,0.15,0.09495000000000002
electric_export,2025-10-16,0.0,0.0,0.0,0.15,0.0
electric_import,2022-12-01,8.854,8.854,0.3765,0.2482,2.5740628
electric_import,2022-12-02,7.057,7.057,0.3765,0.2482,2.1280474000000003
electric_import,2022-12-03,8.113000000000001,8.113000000000001,0.3765,0.2482,2.3901466000000005
electric_import,2022-12-04,11.381000000000004,11.381000000000004,0.3765,0.2482,3.201264200000001
electric_import,2022-12-05,7.585,7.585,0.3765,0.2482,2.259097
electric_import,2022-12-06,7.646000000000001,7.646000000000001,0.3765,0.2482,2.2742372
electric_import,2022-12-07,7.588,7.588,0.3765,0.2482,2.2598416
electric_import,2022-12-08,6.895000000000002,6.895000000000002,0.3765,0.2482,2.0878390000000007
electric_import,2022-12-09,6.225,6.225,0.3765,0.2482,1.921545
electric_import,2022-12-10,7.531,7.531,0.3765,0.2482,2.2456942
electric_import,2022-12-11,5.785,5.785,0.3765,0.2482,1.812337
electric_import,2022-12-12,7.5710000000000015,7.5710000000000015,0.3765,0.2482,2.2556222000000004
electric_import,2022-12-13,7.287000000000001,7.287000000000001,0.3765,0.2482,2.1851334000000002
electric_import,2022-12-14,7.397000000000002,7.397000000000002,0.3765,0.2482,2.2124354000000004
electric_import,2022-12-15,8.379999999999999,8.379999999999999,0.3765,0.2482,2.456416
electric_import,2022-12-16,9.062,9.062,0.3765,0.2482,2.6256884
electric_import,2022-12-17,10.237,10.237,0.3765,0.2482,2.9173234
electric_import,2022-12-18,13.411000000000001,13.411000000000001,0.3765,0.2482,3.7051102000000005
electric_import,2022-12-19,9.921,9.921,0.3765,0.2482,2.8388922
electric_import,2022-12-20,8.597000000000001,8.597000000000001,0.3765,0.2482,2.5102754000000003
electric_import,2022-12-21,6.6450000000000005,6.6450000000000005,0.3765,0.2482,2.025789
electric_import,2022-12-22,8.136999999999999,8.136999999999999,0.3765,0.2482,2.3961034
electric_import,2022-12-23,7.393999999999999,7.393999999999999,0.3765,0.2482,2.2116908
electric_import,2022-12-24,12.700999999999999,12.700999999999999,0.3765,0.2482,3.5288882
electric_import,2022-12-25,12.176,12.176,0.3765,0.2482,3.3985832
electric_import,2022-12-26,9.922000000000002,9.922000000000002,0.3765,0.2482,2.8391404000000007
electric_import,2022-12-27,8.034,8.034,0.3765,0.2482,2.3705388000000003
electric_import,2022-12-28,8.181,8.181,0.3765,0.2482,2.4070242
electric_import,2022-12-29,6.0009999999999994,6.0009999999999994,0.3765,0.2482,1.8659481999999998
electric_import,2022-12-30,8.464,8.464,0.3765,0.2482,2.4772648000000004
electric_import,2022-12-31,10.752000000000004,10.752000000000004,0.3765,0.2482,3.045146400000001
electric_import,2023-01-01,8.353999999999997,8.353999999999997,0.3765,0.2482,2.4499627999999993
electric_import,2023-01-02,4.233,4.233,0.3765,0.2482,1.4271306
electric_import,2023-01-03,13.139,13.139,0.3765,0.2482,3.6375998
electric_import,2023-01-04,8.418000000000001,8.418000000000001,0.3765,0.2482,2.4658476000000005
electric_import,2023-01-05,8.834000000000001,8.834000000000001,0.3765,0.2482,2.5690988000000003
electric_import,2023-01-06,5.210999999999999,5.210999999999999,0.3765,0.2482,1.6698701999999999
electric_import,2023-01-07,9.303999999999998,9.303999999999998,0.3765,0.2482,2.6857528
electric_import,2023-01-08,12.169000000000004,12.169000000000004,0.3765,0.2482,3.3968458000000012
electric_import,2023-01-09,9.399000000000001,9.399000000000001,0.3765,0.2482,2.7093318
electric_import,2023-01-10,4.447,4.447,0.3765,0.2482,1.4802454
electric_import,2023-01-11,6.810999999999999,6.810999999999999,0.3765,0.2482,2.0669901999999998
electric_import,2023-01-12,10.233999999999998,10.233999999999998,0.3765,0.2482,2.9165787999999995
electric_import,2023-01-13,7.5169999999999995,7.5169999999999995,0.3765,0.2482,2.2422193999999998
electric_import,2023-01-14,6.272000000000001,6.272000000000001,0.3765,0.2482,1.9332104000000003
electric_import,2023-01-15,8.489999999999998,8.489999999999998,0.3765,0.2482,2.4837179999999996
electric_import,2023-01-16,13.333999999999996,13.333999999999996,0.3765,0.2482,3.6859987999999992
electric_import,2023-01-17,12.108999999999996,12.108999999999996,0.3765,0.2482,3.3819537999999993
electric_import,2023-01-18,10.3,10.3,0.3765,0.2482,2.9329600000000005
electric_import,2023-01-19,9.568999999999997,9.568999999999997,0.3765,0.2482,2.7515257999999996
electric_import,2023-01-20,8.770000000000001,8.770000000000001,0.3765,0.2482,2.5532140000000005
electric_import,2023-01-21,10.694999999999999,10.694999999999999,0.3765,0.2482,3.0309989999999996
electric_import,2023-01-22,7.276000000000001,7.276000000000001,0.3765,0.2482,2.1824032
electric_import,2023-01-23,8.795,8.795,0.3765,0.2482,2.559419
electric_import,2023-01-24,8.232999999999999,8.232999999999999,0.3765,0.2482,2.4199306
electric_import,2023-01-25,10.407000000000002,10.407000000000002,0.3765,0.2482,2.9595174000000006
electric_import,2023-01-26,10.880000000000003,10.880000000000003,0.3765,0.2482,3.0769160000000007
electric_import,2023-01-27,5.608000000000001,5.608000000000001,0.3765,0.2482,1.7684056000000004
electric_import,2023-01-28,9.405,9.405,0.3765,0.2482,2.710821
electric_import,2023-01-29,10.431000000000001,10.431000000000001,0.3765,0.2482,2.9654742000000005
electric_import,2023-01-30,8.646,8.646,0.3765,0.2482,2.5224372
electric_import,2023-01-31,9.665,9.665,0.3765,0.2482,2.775353
electric_import,2023-02-01,8.595000000000002,8.595000000000002,0.3765,0.2482,2.509779000000001
electric_import,2023-02-02,5.805,5.805,0.3765,0.2482,1.817301
electric_import,2023-02-03,6.099,6.099,0.3765,0.2482,1.8902718
electric_import,2023-02-04,7.993,7.993,0.3765,0.2482,2.3603626
electric_import,2023-02-05,7.146000000000001,7.146000000000001,0.3765,0.2482,2.1501372
electric_import,2023-02-06,8.278000000000002,8.278000000000002,0.3765,0.2482,2.4310996000000005
electric_import,2023-02-07,6.591999999999999,6.591999999999999,0.3765,0.2482,2.0126343999999996
electric_import,2023-02-08,5.395,5.395,0.3765,0.2482,1.715539
electric_import,2023-02-09,10.215,10.215,0.3765,0.2482,2.911863
electric_import,2023-02-10,4.184,4.184,0.3765,0.2482,1.4149688
electric_import,2023-02-11,8.180000000000001,8.180000000000001,0.3765,0.2482,2.4067760000000002
electric_import,2023-02-12,8.768999999999998,8.768999999999998,0.3765,0.2482,2.5529657999999995
electric_import,2023-02-13,5.029999999999999,5.029999999999999,0.3765,0.2482,1.624946
electric_import,2023-02-14,5.629000000000001,5.629000000000001,0.3765,0.2482,1.7736178000000005
electric_import,2023-02-15,7.904,7.904,0.3765,0.2482,2.3382728
electric_import,2023-02-16,5.374,5.374,0.3765,0.2482,1.7103268
electric_import,2023-02-17,3.6059999999999994,3.6059999999999994,0.3765,0.2482,1.2715092
electric_import,2023-02-18,9.560999999999998,9.560999999999998,0.3765,0.2482,2.7495401999999998
electric_import,2023-02-19,6.726,6.726,0.3765,0.2482,2.0458932
electric_import,2023-02-20,7.159000000000001,7.159000000000001,0.3765,0.2482,2.1533638
electric_import,2023-02-21,8.789999999999997,8.789999999999997,0.3765,0.2482,2.5581779999999994
electric_import,2023-02-22,7.574,7.574,0.3765,0.2482,2.2563668
electric_import,2023-02-23,6.074000000000001,6.074000000000001,0.3765,0.2482,1.8840668000000003
electric_import,2023-02-24,10.309000000000001,10.309000000000001,0.3765,0.2482,2.9351938000000004
electric_import,2023-02-25,9.094000000000001,9.094000000000001,0.3765,0.2482,2.6336308000000006
electric_import,2023-02-26,7.059999999999999,7.059999999999999,0.3765,0.2482,2.128792
electric_import,2023-02-27,6.257000000000001,6.257000000000001,0.3765,0.2482,1.9294874000000002
electric_import,2023-02-28,7.439000000000001,7.439000000000001,0.3765,0.2482,2.2228598
electric_import,2023-03-01,5.387999999999997,5.387999999999997,0.3765,0.2482,1.7138015999999994
electric_import,2023-03-02,8.67,8.67,0.3765,0.2482,2.528394
electric_import,2023-03-03,8.874000000000002,8.874000000000002,0.3765,0.2482,2.5790268000000007
electric_import,2023-03-04,8.548000000000002,8.548000000000002,0.3765,0.2482,2.4981136000000004
electric_import,2023-03-05,5.781999999999999,5.781999999999999,0.3765,0.2482,1.8115923999999999
electric_import,2023-03-06,7.1129999999999995,7.1129999999999995,0.3765,0.2482,2.1419466
electric_import,2023-03-07,5.751999999999999,5.751999999999999,0.3765,0.2482,1.8041463999999998
electric_import,2023-03-08,4.939,4.939,0.3765,0.2482,1.6023598000000001
electric_import,2023-03-09,5.599,5.599,0.3765,0.2482,1.7661718000000002
electric_import,2023-03-10,6.594999999999998,6.594999999999998,0.3765,0.2482,2.0133789999999996
electric_import,2023-03-11,7.6350000000000025,7.6350000000000025,0.3765,0.2482,2.2715070000000006
electric_import,2023-03-12,4.842000000000001,4.842000000000001,0.3765,0.2482,1.5782844000000005
electric_import,2023-03-13,5.732000000000001,5.732000000000001,0.3765,0.2482,1.7991824000000003
electric_import,2023-03-14,5.506,5.506,0.3765,0.2482,1.7430892000000002
electric_import,2023-03-15,8.648,8.648,0.3765,0.2482,2.5229336
electric_import,2023-03-16,8.243000000000002,8.243000000000002,0.3765,0.2482,2.422412600000001
electric_import,2023-03-17,7.452,7.452,0.3765,0.2482,2.2260864
electric_import,2023-03-18,9.361,9.361,0.3765,0.2482,2.6999002
electric_import,2023-03-19,8.693000000000001,8.693000000000001,0.3765,0.2482,2.5341026000000006
electric_import,2023-03-20,3.9459999999999997,3.9459999999999997,0.3765,0.2482,1.3558972
electric_import,2023-03-21,5.421,5.421,0.3765,0.2482,1.7219922
electric_import,2023-03-22,5.427,5.427,0.3765,0.2482,1.7234814
electric_import,2023-03-23,7.146000000000002,7.146000000000002,0.3765,0.2482,2.1501372000000005
electric_import,2023-03-24,7.4479999999999995,7.4479999999999995,0.3765,0.2482,2.2250935999999997
electric_import,2023-03-25,6.407,6.407,0.3765,0.2482,1.9667174
electric_import,2023-03-26,6.358999999999998,6.358999999999998,0.3765,0.2482,1.9548037999999996
electric_import,2023-03-27,7.6640000000000015,7.6640000000000015,0.3765,0.2482,2.2787048000000003
electric_import,2023-03-28,6.537000000000001,6.537000000000001,0.3765,0.2482,1.9989834000000002
electric_import,2023-03-29,5.505000000000001,5.505000000000001,0.3765,0.2482,1.7428410000000003
electric_import,2023-03-30,7.532000000000001,7.532000000000001,0.3765,0.2482,2.2459424
electric_import,2023-03-31,6.998000000000002,6.998000000000002,0.3765,0.2482,2.1134036000000003
electric_import,2023-04-01,7.646,7.646,0.3765,0.2482,2.2742372
electric_import,2023-04-02,7.099000000000002,7.099000000000002,0.3765,0.2482,2.1384718000000005
electric_import,2023-04-03,11.786000000000003,11.786000000000003,0.3765,0.2482,3.3017852000000008
electric_import,2023-04-04,7.700000000000001,7.700000000000001,0.3765,0.2482,2.28764
electric_import,2023-04-05,5.057,5.057,0.3765,0.2482,1.6316474
electric_import,2023-04-06,4.954000000000001,4.954000000000001,0.3765,0.2482,1.6060828000000003
electric_import,2023-04-07,5.792999999999999,5.792999999999999,0.3765,0.2482,1.8143226
electric_import,2023-04-08,7.961,7.961,0.3765,0.2482,2.3524202
electric_import,2023-04-09,4.563999999999998,4.563999999999998,0.3765,0.2482,1.5092847999999996
electric_import,2023-04-10,7.943999999999998,7.943999999999998,0.3765,0.2482,2.3482007999999994
electric_import,2023-04-11,7.259999999999998,7.259999999999998,0.3765,0.2482,2.1784319999999995
electric_import,2023-04-12,5.794999999999999,5.794999999999999,0.3765,0.2482,1.8148189999999997
electric_import,2023-04-13,8.132000000000001,8.132000000000001,0.3765,0.2482,2.3948624000000005
electric_import,2023-04-14,7.119,7.119,0.3765,0.2482,2.1434358
electric_import,2023-04-15,8.529000000000002,8.529000000000002,0.3765,0.2482,2.4933978000000003
electric_import,2023-04-16,10.226999999999999,10.226999999999999,0.3765,0.2482,2.9148414
electric_import,2023-04-17,9.550999999999998,9.550999999999998,0.3765,0.2482,2.7470581999999997
electric_import,2023-04-18,4.359999999999999,4.359999999999999,0.3765,0.2482,1.4586519999999998
electric_import,2023-04-19,2.605,2.605,0.3765,0.2482,1.023061
electric_import,2023-04-20,7.828,7.828,0.3765,0.2482,2.3194096
electric_import,2023-04-21,6.822000000000001,6.822000000000001,0.3765,0.2482,2.0697204
electric_import,2023-04-22,5.984999999999999,5.984999999999999,0.3765,0.2482,1.861977
electric_import,2023-04-23,4.754,4.754,0.3765,0.2482,1.5564428
electric_import,2023-04-24,7.529000000000002,7.529000000000002,0.3765,0.2482,2.2451978000000006
electric_import,2023-04-25,7.92,7.92,0.3765,0.2482,2.342244
electric_import,2023-04-26,6.332999999999998,6.332999999999998,0.3765,0.2482,1.9483505999999997
electric_import,2023-04-27,4.195,4.195,0.3765,0.2482,1.417699
electric_import,2023-04-28,6.006999999999999,6.006999999999999,0.3765,0.2482,1.8674373999999998
electric_import,2023-04-29,4.382999999999999,4.382999999999999,0.3765,0.2482,1.4643605999999998
electric_import,2023-04-30,7.485,7.485,0.3765,0.2482,2.234277
electric_import,2023-05-01,5.666999999999999,5.666999999999999,0.3765,0.2482,1.7830494
electric_import,2023-05-02,5.074,5.074,0.3765,0.2482,1.6358668
electric_import,2023-05-03,6.237000000000001,6.237000000000001,0.3765,0.2482,1.9245234000000002
electric_import,2023-05-04,8.152000000000001,8.152000000000001,0.3765,0.2482,2.3998264000000002
electric_import,2023-05-05,8.38,8.38,0.3765,0.2482,2.4564160000000004
electric_import,2023-05-06,6.534000000000001,6.534000000000001,0.3765,0.2482,1.9982388000000002
electric_import,2023-05-07,4.762,4.762,0.3765,0.2482,1.5584284
electric_import,2023-05-08,7.007,7.007,0.3765,0.2482,2.1156374
electric_import,2023-05-09,6.2250000000000005,6.2250000000000005,0.3765,0.2482,1.9215450000000003
electric_import,2023-05-10,5.548,5.548,0.3765,0.2482,1.7535136
electric_import,2023-05-11,8.352,8.352,0.3765,0.2482,2.4494664000000004
electric_import,2023-05-12,11.832999999999997,11.832999999999997,0.3765,0.2482,3.3134505999999995
electric_import,2023-05-13,10.126000000000007,10.126000000000007,0.3765,0.2482,2.889773200000002
electric_import,2023-05-14,7.399999999999999,7.399999999999999,0.3765,0.2482,2.2131799999999995
electric_import,2023-05-15,6.127,6.127,0.3765,0.2482,1.8972214
electric_import,2023-05-16,8.391000000000002,8.391000000000002,0.3765,0.2482,2.4591462000000006
electric_import,2023-05-17,6.645,6.645,0.3765,0.2482,2.025789
electric_import,2023-05-18,4.405,4.405,0.3765,0.2482,1.469821
electric_import,2023-05-19,7.164000000000001,7.164000000000001,0.3765,0.2482,2.1546048
electric_import,2023-05-20,6.366,6.366,0.3765,0.2482,1.9565412
electric_import,2023-05-21,4.93,4.93,0.3765,0.2482,1.600126
electric_import,2023-05-22,8.071,8.071,0.3765,0.2482,2.3797222000000002
electric_import,2023-05-23,6.694,6.694,0.3765,0.2482,2.0379508
electric_import,2023-05-24,7.040000000000002,7.040000000000002,0.3765,0.2482,2.1238280000000005
electric_import,2023-05-25,9.211,9.211,0.3765,0.2482,2.6626702
electric_import,2023-05-26,7.1629999999999985,7.1629999999999985,0.3765,0.2482,2.1543565999999994
electric_import,2023-05-27,1.9589999999999983,1.9589999999999983,0.3765,0.2482,0.8627237999999996
electric_import,2023-05-28,0.8100000000000004,0.8100000000000004,0.3765,0.2482,0.5775420000000001
electric_import,2023-05-29,0.8010000000000005,0.8010000000000005,0.3765,0.2482,0.5753082000000002
electric_import,2023-05-30,0.7780000000000005,0.7780000000000005,0.3765,0.2482,0.5695996000000001
electric_import,2023-05-31,0.7600000000000005,0.7600000000000005,0.3765,0.2482,0.5651320000000001
electric_import,2023-06-01,0.7600000000000005,0.7600000000000005,0.3765,0.2482,0.5651320000000001
electric_import,2023-06-02,0.7750000000000005,0.7750000000000005,0.3765,0.2482,0.5688550000000001
electric_import,2023-06-03,0.8140000000000005,0.8140000000000005,0.3765,0.2482,0.5785348000000001
electric_import,2023-06-04,11.026000000000002,11.026000000000002,0.3765,0.2482,3.1131532000000006
electric_import,2023-06-05,7.497000000000002,7.497000000000002,0.3765,0.2482,2.2372554000000004
electric_import,2023-06-06,6.210999999999999,6.210999999999999,0.3765,0.2482,1.9180701999999998
electric_import,2023-06-07,5.588,5.588,0.3765,0.2482,1.7634416000000002
electric_import,2023-06-08,4.231999999999999,4.231999999999999,0.3765,0.2482,1.4268824
electric_import,2023-06-09,8.387,8.387,0.3765,0.2482,2.4581534
electric_import,2023-06-10,1.0240000000000005,1.0240000000000005,0.3765,0.2482,0.6306568000000001
electric_import,2023-06-11,2.750000000000001,2.750000000000001,0.3765,0.2482,1.0590500000000003
electric_import,2023-06-12,5.759,5.759,0.3765,0.2482,1.8058838000000002
electric_import,2023-06-13,9.370999999999999,9.370999999999999,0.3765,0.2482,2.7023821999999997
electric_import,2023-06-14,3.4959999999999996,3.4959999999999996,0.3765,0.2482,1.2442072
electric_import,2023-06-15,7.422,7.422,0.3765,0.2482,2.2186404
electric_import,2023-06-16,5.295,5.295,0.3765,0.2482,1.690719
electric_import,2023-06-17,6.680999999999999,6.680999999999999,0.3765,0.2482,2.0347242
electric_import,2023-06-18,4.703999999999999,4.703999999999999,0.3765,0.2482,1.5440327999999999
electric_import,2023-06-19,7.4719999999999995,7.4719999999999995,0.3765,0.2482,2.2310504
electric_import,2023-06-20,6.234000000000002,6.234000000000002,0.3765,0.2482,1.9237788000000005
electric_import,2023-06-21,3.497,3.497,0.3765,0.2482,1.2444553999999999
electric_import,2023-06-22,9.086,9.086,0.3765,0.2482,2.6316452000000004
electric_import,2023-06-23,8.806000000000001,8.806000000000001,0.3765,0.2482,2.5621492000000003
electric_import,2023-06-24,6.153000000000001,6.153000000000001,0.3765,0.2482,1.9036746000000004
electric_import,2023-06-25,7.239999999999998,7.239999999999998,0.3765,0.2482,2.1734679999999997
electric_import,2023-06-26,9.247999999999998,9.247999999999998,0.3765,0.2482,2.6718535999999995
electric_import,2023-06-27,6.578,6.578,0.3765,0.2482,2.0091596
electric_import,2023-06-28,5.522,5.522,0.3765,0.2482,1.7470604
electric_import,2023-06-29,4.448000000000001,4.448000000000001,0.3765,0.2482,1.4804936000000004
electric_import,2023-06-30,4.871999999999999,4.871999999999999,0.3765,0.2482,1.5857303999999999
electric_import,2023-07-01,9.437999999999999,9.437999999999999,0.3765,0.2482,2.7190116
electric_import,2023-07-02,6.458,6.458,0.3765,0.2482,1.9793756000000002
electric_import,2023-07-03,10.282,10.282,0.3765,0.2482,2.9284924
electric_import,2023-07-04,7.0409999999999995,7.0409999999999995,0.3765,0.2482,2.1240761999999997
electric_import,2023-07-05,4.444000000000002,4.444000000000002,0.3765,0.2482,1.4795008000000005
